order_id,order_date,customer_id,region,product,category,unit_price,unit_cost,quantity,discount,shipping_cost
O05004,2025-07-04,C1945,North,Notebook,Stationery,150,65,4,0.0,100
O05005,2025-08-12,C1985,North,Pen Set,Stationery,250,110,1,0.0,40
O05006,2025-02-11,C0405,West,Backpack,Accessories,1800,850,1,0.3,70
O05007,2025-06-20,C2203,West,Office Chair,Furniture,6500,4300,4,0.2,70
O05008,2025-08-17,C1497,West,Pen Set,Stationery,250,110,3,0.05,40
O05009,2025-05-05,C1005,West,Notebook,Stationery,150,65,3,0.1,150
O05010,2025-11-16,C1703,East,Keyboard,Electronics,1800,1000,2,0.3,100
O05011,2025-07-13,C0854,West,Pen Set,Stationery,250,110,4,0.0,40
O05012,2025-05-13,C0699,South,Laptop,Electronics,50000,41000,3,0.0,150
O05013,2025-01-12,C0721,West,Desk,Furniture,9000,6300,2,0.2,100
O05014,2025-03-03,C1424,West,Backpack,Accessories,1800,850,3,0.1,100
O05015,2025-06-23,C1503,West,Notebook,Stationery,150,65,1,0.0,150
O05016,2025-05-27,C0601,South,Backpack,Accessories,1800,850,1,0.05,70
O05017,2025-11-15,C0615,South,Laptop,Electronics,50000,41000,1,0.0,70
O05018,2025-10-14,C2366,North,Desk,Furniture,9000,6300,4,0.1,100
O05019,2025-02-28,C1288,South,Pen Set,Stationery,250,110,3,0.1,150
O05020,2025-08-04,C2151,West,Notebook,Stationery,150,65,1,0.0,150
O05021,2025-06-15,C0826,East,Backpack,Accessories,1800,850,4,0.2,150
O05022,2025-02-06,C0721,North,Office Chair,Furniture,6500,4300,4,0.05,150
O05023,2025-09-01,C0707,East,Notebook,Stationery,150,65,2,0.1,40
O05024,2025-07-16,C1323,South,Office Chair,Furniture,6500,4300,1,0.1,70
O05025,2025-02-01,C1948,South,Pen Set,Stationery,250,110,2,0.05,70
O05026,2025-06-20,C1252,South,Laptop,Electronics,50000,41000,3,0.0,70
O05027,2025-09-25,C0738,South,Keyboard,Electronics,1800,1000,3,0.0,150
O05028,2025-04-30,C2401,East,Laptop,Electronics,50000,41000,2,0.1,70
O05029,2025-05-11,C1432,East,Notebook,Stationery,150,65,1,0.1,150
O05030,2025-02-10,C0986,East,Headphones,Electronics,2500,1350,3,0.0,150
O05031,2025-03-16,C0025,South,Keyboard,Electronics,1800,1000,3,0.3,70
O05032,2025-12-25,C1406,East,Pen Set,Stationery,250,110,2,0.2,40
O05033,2025-08-15,C1553,North,Keyboard,Electronics,1800,1000,3,0.0,100
O05034,2025-03-06,C2322,South,Headphones,Electronics,2500,1350,3,0.0,150
O05035,2025-06-26,C0577,South,Laptop,Electronics,50000,41000,3,0.1,70
O05036,2025-03-12,C0408,East,Headphones,Electronics,2500,1350,1,0.0,40
O05037,2025-06-11,C2499,West,Backpack,Accessories,1800,850,2,0.3,100
O05038,2025-02-23,C1377,South,Desk,Furniture,9000,6300,2,0.1,150
O05039,2025-08-14,C0068,West,Backpack,Accessories,1800,850,4,0.0,100
O05040,2025-07-28,C0265,South,Headphones,Electronics,2500,1350,4,0.05,70
O05041,2025-08-20,C1189,South,Keyboard,Electronics,1800,1000,4,0.0,70
O05042,2025-06-11,C1544,West,Headphones,Electronics,2500,1350,2,0.05,100
O05043,2025-04-15,C0610,East,Office Chair,Furniture,6500,4300,2,0.0,70
O05044,2025-04-02,C0915,West,Desk,Furniture,9000,6300,2,0.2,100
O05045,2025-03-20,C1841,West,Pen Set,Stationery,250,110,4,0.1,150
O05046,2025-06-06,C2420,North,Keyboard,Electronics,1800,1000,3,0.3,150
O05047,2025-06-14,C1228,West,Pen Set,Stationery,250,110,3,0.0,150
O05048,2025-09-03,C1039,West,Notebook,Stationery,150,65,2,0.05,150
O05049,2025-01-20,C0903,South,Keyboard,Electronics,1800,1000,3,0.2,150
O05050,2025-04-13,C0341,North,Backpack,Accessories,1800,850,4,0.05,40
O05051,2025-11-08,C0132,South,Office Chair,Furniture,6500,4300,3,0.05,70
O05052,2025-12-01,C2085,West,Headphones,Electronics,2500,1350,2,0.3,70
O05053,2025-12-06,C0093,West,Backpack,Accessories,1800,850,4,0.2,150
O05054,2025-04-22,C2053,West,Backpack,Accessories,1800,850,4,0.2,40
O05055,2025-02-20,C0619,South,Laptop,Electronics,50000,41000,4,0.05,150
O05056,2025-03-14,C1738,North,Backpack,Accessories,1800,850,4,0.1,100
O05057,2025-02-18,C2379,South,Backpack,Accessories,1800,850,2,0.05,40
O05058,2025-12-15,C1873,South,Pen Set,Stationery,250,110,2,0.05,100
O05059,2025-11-19,C1824,North,Keyboard,Electronics,1800,1000,1,0.0,70
O05060,2025-10-23,C0662,North,Notebook,Stationery,150,65,2,0.2,70
O05061,2025-09-24,C1496,North,Desk,Furniture,9000,6300,3,0.05,150
O05062,2025-05-06,C1606,North,Desk,Furniture,9000,6300,3,0.1,150
O05063,2025-06-23,C1064,East,Desk,Furniture,9000,6300,1,0.2,150
O05064,2025-11-04,C0096,South,Notebook,Stationery,150,65,4,0.2,70
O05065,2025-10-25,C2282,South,Desk,Furniture,9000,6300,1,0.0,100
O05066,2025-07-09,C0493,South,Notebook,Stationery,150,65,1,0.1,70
O05067,2025-11-02,C2434,West,Desk,Furniture,9000,6300,3,0.05,100
O05068,2025-05-07,C2331,East,Laptop,Electronics,50000,41000,1,0.0,70
O05069,2025-05-31,C0048,East,Laptop,Electronics,50000,41000,4,0.0,100
O05070,2025-11-03,C1849,East,Backpack,Accessories,1800,850,1,0.1,100
O05071,2025-05-18,C1586,East,Backpack,Accessories,1800,850,1,0.2,70
O05072,2025-10-02,C0577,East,Desk,Furniture,9000,6300,4,0.3,40
O05073,2025-06-15,C2032,South,Headphones,Electronics,2500,1350,2,0.05,40
O05074,2025-04-19,C0279,South,Pen Set,Stationery,250,110,3,0.05,150
O05075,2025-03-21,C0622,South,Headphones,Electronics,2500,1350,3,0.0,150
O05076,2025-08-10,C2373,South,Office Chair,Furniture,6500,4300,1,0.3,100
O05077,2025-06-25,C1858,North,Keyboard,Electronics,1800,1000,3,0.2,40
O05078,2025-05-15,C0281,South,Laptop,Electronics,50000,41000,3,0.3,100
O05079,2025-09-29,C0361,South,Pen Set,Stationery,250,110,1,0.05,70
O05080,2025-01-01,C0643,South,Desk,Furniture,9000,6300,4,0.0,40
O05081,2025-02-03,C0177,South,Keyboard,Electronics,1800,1000,4,0.1,70
O05082,2025-12-18,C0457,North,Desk,Furniture,9000,6300,4,0.05,150
O05083,2025-08-31,C1430,South,Laptop,Electronics,50000,41000,1,0.05,150
O05084,2025-07-20,C0019,South,Office Chair,Furniture,6500,4300,1,0.0,150
O05085,2025-01-06,C0719,East,Desk,Furniture,9000,6300,4,0.0,40
O05086,2025-08-07,C0786,South,Keyboard,Electronics,1800,1000,2,0.05,100
O05087,2025-06-08,C2428,North,Pen Set,Stationery,250,110,3,0.3,100
O05088,2025-08-07,C2436,North,Headphones,Electronics,2500,1350,2,0.1,70
O05089,2025-01-15,C2114,South,Headphones,Electronics,2500,1350,1,0.2,70
O05090,2025-07-20,C0855,North,Desk,Furniture,9000,6300,3,0.0,70
O05091,2025-07-30,C1319,South,Backpack,Accessories,1800,850,1,0.1,40
O05092,2025-04-16,C1261,South,Office Chair,Furniture,6500,4300,1,0.05,70
O05093,2025-01-20,C2151,West,Laptop,Electronics,50000,41000,3,0.0,70
O05094,2025-12-21,C1865,East,Backpack,Accessories,1800,850,1,0.05,70
O05095,2025-09-16,C2267,North,Office Chair,Furniture,6500,4300,1,0.0,100
O05096,2025-08-15,C1378,South,Headphones,Electronics,2500,1350,4,0.2,100
O05097,2025-10-07,C2298,West,Desk,Furniture,9000,6300,3,0.2,40
O05098,2025-09-02,C1859,North,Keyboard,Electronics,1800,1000,3,0.0,70
O05099,2025-02-19,C1848,West,Backpack,Accessories,1800,850,1,0.1,40
O05100,2025-06-15,C1655,South,Keyboard,Electronics,1800,1000,1,0.05,150
O05101,2025-11-21,C0840,North,Desk,Furniture,9000,6300,2,0.0,150
O05102,2025-04-16,C1522,North,Desk,Furniture,9000,6300,2,0.1,70
O05103,2025-12-21,C0892,West,Headphones,Electronics,2500,1350,2,0.2,150
O05104,2025-01-24,C1625,West,Office Chair,Furniture,6500,4300,1,0.2,100
O05105,2025-05-01,C0637,West,Laptop,Electronics,50000,41000,4,0.0,150
O05106,2025-05-08,C1998,South,Notebook,Stationery,150,65,2,0.1,150
O05107,2025-08-14,C1429,East,Pen Set,Stationery,250,110,4,0.0,100
O05108,2025-03-06,C1776,North,Backpack,Accessories,1800,850,2,0.0,70
O05109,2025-03-25,C0555,South,Keyboard,Electronics,1800,1000,2,0.0,100
O05110,2025-08-30,C1980,East,Keyboard,Electronics,1800,1000,1,0.0,40
O05111,2025-04-14,C2007,West,Desk,Furniture,9000,6300,3,0.05,70
O05112,2025-11-17,C0364,South,Notebook,Stationery,150,65,1,0.05,100
O05113,2025-11-14,C0876,South,Backpack,Accessories,1800,850,3,0.1,40
O05114,2025-04-21,C1695,North,Laptop,Electronics,50000,41000,4,0.05,70
O05115,2025-07-24,C2184,South,Headphones,Electronics,2500,1350,2,0.0,150
O05116,2025-05-02,C1843,North,Keyboard,Electronics,1800,1000,4,0.3,150
O05117,2025-05-06,C1180,West,Keyboard,Electronics,1800,1000,3,0.2,150
O05118,2025-09-02,C0750,North,Office Chair,Furniture,6500,4300,1,0.0,150
O05119,2025-04-17,C2275,East,Pen Set,Stationery,250,110,1,0.05,70
O05120,2025-02-24,C2187,North,Laptop,Electronics,50000,41000,3,0.0,100
O05121,2025-04-05,C2243,South,Pen Set,Stationery,250,110,3,0.3,70
O05122,2025-12-06,C0762,North,Desk,Furniture,9000,6300,1,0.05,150
O05123,2025-04-05,C1092,South,Desk,Furniture,9000,6300,3,0.0,40
O05124,2025-05-13,C0610,South,Notebook,Stationery,150,65,4,0.1,70
O05125,2025-08-18,C2387,East,Laptop,Electronics,50000,41000,1,0.1,150
O05126,2025-02-06,C2168,West,Notebook,Stationery,150,65,4,0.0,40
O05127,2025-04-08,C0434,South,Headphones,Electronics,2500,1350,3,0.05,100
O05128,2025-03-05,C0618,South,Desk,Furniture,9000,6300,3,0.05,70
O05129,2025-12-04,C1381,West,Notebook,Stationery,150,65,1,0.0,70
O05130,2025-12-07,C1039,North,Desk,Furniture,9000,6300,3,0.0,100
O05131,2025-10-03,C1150,West,Keyboard,Electronics,1800,1000,2,0.2,150
O05132,2025-04-01,C0920,West,Office Chair,Furniture,6500,4300,2,0.2,40
O05133,2025-08-13,C1685,West,Office Chair,Furniture,6500,4300,4,0.1,150
O05134,2025-08-30,C2246,South,Laptop,Electronics,50000,41000,1,0.1,40
O05135,2025-11-14,C2294,East,Notebook,Stationery,150,65,1,0.1,40
O05136,2025-02-27,C1139,South,Laptop,Electronics,50000,41000,2,0.05,150
O05137,2025-09-26,C2070,South,Office Chair,Furniture,6500,4300,3,0.1,40
O05138,2025-03-12,C1736,West,Notebook,Stationery,150,65,1,0.0,70
O05139,2025-07-27,C0493,North,Laptop,Electronics,50000,41000,4,0.0,40
O05140,2025-11-17,C1986,West,Backpack,Accessories,1800,850,3,0.0,40
O05141,2025-01-23,C0877,South,Office Chair,Furniture,6500,4300,4,0.1,40
O05142,2025-02-24,C1570,North,Laptop,Electronics,50000,41000,2,0.1,70
O05143,2025-10-24,C1802,East,Notebook,Stationery,150,65,1,0.05,70
O05144,2025-01-07,C2360,West,Desk,Furniture,9000,6300,1,0.05,40
O05145,2025-09-08,C2371,South,Notebook,Stationery,150,65,3,0.2,100
O05146,2025-07-02,C2007,West,Pen Set,Stationery,250,110,3,0.0,40
O05147,2025-05-07,C1265,South,Office Chair,Furniture,6500,4300,3,0.05,70
O05148,2025-11-11,C1001,West,Pen Set,Stationery,250,110,4,0.2,70
O05149,2025-11-06,C1104,East,Keyboard,Electronics,1800,1000,4,0.1,100
O05150,2025-04-29,C2378,West,Desk,Furniture,9000,6300,3,0.05,70
O05151,2025-01-02,C0513,North,Headphones,Electronics,2500,1350,1,0.0,70
O05152,2025-02-16,C1312,South,Desk,Furniture,9000,6300,3,0.3,150
O05153,2025-02-09,C1699,West,Keyboard,Electronics,1800,1000,4,0.05,40
O05154,2025-12-25,C0057,North,Notebook,Stationery,150,65,4,0.2,70
O05155,2025-08-06,C1588,South,Pen Set,Stationery,250,110,4,0.2,100
O05156,2025-09-05,C0651,West,Pen Set,Stationery,250,110,1,0.2,100
O05157,2025-03-26,C0702,East,Backpack,Accessories,1800,850,2,0.0,100
O05158,2025-11-07,C1555,West,Laptop,Electronics,50000,41000,3,0.05,100
O05159,2025-09-21,C0023,East,Headphones,Electronics,2500,1350,1,0.0,150
O05160,2025-10-02,C0393,West,Backpack,Accessories,1800,850,2,0.0,150
O05161,2025-06-20,C1138,South,Office Chair,Furniture,6500,4300,1,0.0,100
O05162,2025-09-12,C1461,East,Laptop,Electronics,50000,41000,1,0.05,150
O05163,2025-07-18,C0273,West,Keyboard,Electronics,1800,1000,1,0.05,40
O05164,2025-05-21,C0904,East,Pen Set,Stationery,250,110,4,0.1,70
O05165,2025-08-05,C0769,North,Keyboard,Electronics,1800,1000,4,0.05,150
O05166,2025-04-29,C1336,South,Laptop,Electronics,50000,41000,2,0.0,40
O05167,2025-12-14,C0752,South,Notebook,Stationery,150,65,1,0.05,150
O05168,2025-09-19,C0005,East,Headphones,Electronics,2500,1350,2,0.1,40
O05169,2025-09-27,C1326,South,Keyboard,Electronics,1800,1000,2,0.0,150
O05170,2025-09-19,C2122,East,Laptop,Electronics,50000,41000,1,0.1,40
O05171,2025-06-13,C1462,West,Desk,Furniture,9000,6300,3,0.05,100
O05172,2025-12-13,C0905,North,Office Chair,Furniture,6500,4300,4,0.1,150
O05173,2025-03-17,C1206,East,Pen Set,Stationery,250,110,4,0.2,150
O05174,2025-07-27,C0351,South,Keyboard,Electronics,1800,1000,4,0.1,100
O05175,2025-01-26,C0592,North,Headphones,Electronics,2500,1350,4,0.1,150
O05176,2025-04-18,C1095,South,Headphones,Electronics,2500,1350,1,0.3,40
O05177,2025-07-29,C1481,South,Headphones,Electronics,2500,1350,3,0.0,40
O05178,2025-06-28,C1216,West,Office Chair,Furniture,6500,4300,3,0.05,40
O05179,2025-12-10,C2408,South,Laptop,Electronics,50000,41000,1,0.3,100
O05180,2025-08-13,C1594,North,Office Chair,Furniture,6500,4300,1,0.2,150
O05181,2025-05-31,C0058,South,Pen Set,Stationery,250,110,3,0.1,150
O05182,2025-06-05,C1312,West,Pen Set,Stationery,250,110,3,0.0,100
O05183,2025-08-12,C1458,South,Notebook,Stationery,150,65,1,0.05,40
O05184,2025-10-16,C0109,South,Backpack,Accessories,1800,850,2,0.2,40
O05185,2025-04-11,C0963,West,Pen Set,Stationery,250,110,1,0.1,100
O05186,2025-08-02,C2179,North,Notebook,Stationery,150,65,1,0.0,150
O05187,2025-07-29,C0893,South,Pen Set,Stationery,250,110,3,0.0,150
O05188,2025-01-04,C1142,South,Laptop,Electronics,50000,41000,3,0.2,100
O05189,2025-11-30,C0553,East,Pen Set,Stationery,250,110,4,0.1,150
O05190,2025-07-27,C0193,West,Keyboard,Electronics,1800,1000,4,0.3,70
O05191,2025-03-30,C0796,North,Notebook,Stationery,150,65,1,0.05,40
O05192,2025-08-20,C1933,West,Backpack,Accessories,1800,850,2,0.05,70
O05193,2025-09-05,C2458,East,Office Chair,Furniture,6500,4300,4,0.0,40
O05194,2025-12-01,C1651,West,Laptop,Electronics,50000,41000,1,0.05,100
O05195,2025-01-13,C2078,West,Keyboard,Electronics,1800,1000,4,0.05,70
O05196,2025-06-01,C1624,East,Office Chair,Furniture,6500,4300,4,0.0,70
O05197,2025-03-07,C1647,North,Backpack,Accessories,1800,850,1,0.05,40
O05198,2025-07-29,C1068,South,Backpack,Accessories,1800,850,1,0.0,150
O05199,2025-07-03,C0154,West,Desk,Furniture,9000,6300,3,0.2,70
O05200,2025-06-23,C1027,South,Backpack,Accessories,1800,850,2,0.0,150
O05201,2025-12-25,C2163,South,Office Chair,Furniture,6500,4300,4,0.05,100
O05202,2025-07-14,C1341,West,Office Chair,Furniture,6500,4300,3,0.1,100
O05203,2025-05-31,C1905,West,Pen Set,Stationery,250,110,3,0.0,70
O05204,2025-01-25,C0127,East,Notebook,Stationery,150,65,1,0.1,100
O05205,2025-04-16,C0504,West,Desk,Furniture,9000,6300,2,0.2,40
O05206,2025-11-24,C0748,North,Office Chair,Furniture,6500,4300,1,0.1,150
O05207,2025-06-14,C0899,East,Notebook,Stationery,150,65,1,0.05,70
O05208,2025-11-29,C2470,West,Pen Set,Stationery,250,110,1,0.2,40
O05209,2025-07-14,C1155,North,Office Chair,Furniture,6500,4300,4,0.3,150
O05210,2025-07-20,C1656,North,Laptop,Electronics,50000,41000,1,0.2,40
O05211,2025-06-06,C1612,West,Laptop,Electronics,50000,41000,3,0.05,70
O05212,2025-07-23,C1048,South,Headphones,Electronics,2500,1350,3,0.1,150
O05213,2025-01-25,C2416,North,Office Chair,Furniture,6500,4300,1,0.1,70
O05214,2025-01-22,C0556,North,Desk,Furniture,9000,6300,4,0.05,40
O05215,2025-06-23,C0087,South,Pen Set,Stationery,250,110,3,0.05,40
O05216,2025-08-07,C1864,South,Headphones,Electronics,2500,1350,1,0.2,100
O05217,2025-07-21,C1635,West,Pen Set,Stationery,250,110,1,0.05,100
O05218,2025-06-06,C0651,East,Notebook,Stationery,150,65,3,0.2,100
O05219,2025-04-18,C2170,East,Laptop,Electronics,50000,41000,3,0.3,100
O05220,2025-09-16,C0406,North,Keyboard,Electronics,1800,1000,2,0.05,70
O05221,2025-08-09,C0628,South,Keyboard,Electronics,1800,1000,2,0.0,150
O05222,2025-01-18,C0387,South,Backpack,Accessories,1800,850,1,0.3,40
O05223,2025-06-15,C0466,West,Backpack,Accessories,1800,850,1,0.0,150
O05224,2025-09-17,C1824,West,Pen Set,Stationery,250,110,3,0.2,150
O05225,2025-10-14,C1759,South,Desk,Furniture,9000,6300,2,0.0,40
O05226,2025-04-15,C1608,West,Office Chair,Furniture,6500,4300,2,0.0,40
O05227,2025-12-04,C2152,North,Keyboard,Electronics,1800,1000,2,0.0,100
O05228,2025-08-26,C0175,South,Pen Set,Stationery,250,110,3,0.0,40
O05229,2025-06-09,C1552,East,Laptop,Electronics,50000,41000,2,0.3,150
O05230,2025-08-17,C0288,South,Keyboard,Electronics,1800,1000,2,0.0,70
O05231,2025-11-15,C2390,West,Headphones,Electronics,2500,1350,2,0.0,150
O05232,2025-03-24,C1585,North,Office Chair,Furniture,6500,4300,3,0.1,40
O05233,2025-02-24,C1900,West,Keyboard,Electronics,1800,1000,1,0.3,40
O05234,2025-06-10,C1428,North,Headphones,Electronics,2500,1350,4,0.05,100
O05235,2025-01-31,C0960,North,Office Chair,Furniture,6500,4300,3,0.2,150
O05236,2025-11-02,C1715,South,Pen Set,Stationery,250,110,1,0.0,150
O05237,2025-12-21,C2090,West,Desk,Furniture,9000,6300,4,0.2,150
O05238,2025-08-10,C0446,South,Pen Set,Stationery,250,110,4,0.1,100
O05239,2025-12-24,C2180,East,Backpack,Accessories,1800,850,1,0.2,40
O05240,2025-01-26,C1817,North,Backpack,Accessories,1800,850,1,0.1,100
O05241,2025-08-19,C0215,North,Keyboard,Electronics,1800,1000,1,0.3,100
O05242,2025-06-11,C2341,North,Backpack,Accessories,1800,850,1,0.05,70
O05243,2025-04-12,C0451,West,Backpack,Accessories,1800,850,3,0.1,150
O05244,2025-04-24,C1503,North,Backpack,Accessories,1800,850,1,0.1,150
O05245,2025-07-18,C0324,South,Keyboard,Electronics,1800,1000,2,0.0,150
O05246,2025-08-23,C0491,East,Headphones,Electronics,2500,1350,4,0.3,150
O05247,2025-03-01,C1608,South,Desk,Furniture,9000,6300,3,0.2,100
O05248,2025-08-13,C1699,South,Backpack,Accessories,1800,850,3,0.2,150
O05249,2025-12-05,C1718,North,Backpack,Accessories,1800,850,1,0.05,40
O05250,2025-01-04,C0858,South,Desk,Furniture,9000,6300,4,0.2,40
O05251,2025-11-17,C2051,East,Headphones,Electronics,2500,1350,1,0.05,100
O05252,2025-08-10,C0124,North,Office Chair,Furniture,6500,4300,3,0.3,40
O05253,2025-05-05,C2136,East,Notebook,Stationery,150,65,3,0.0,150
O05254,2025-09-26,C0756,North,Desk,Furniture,9000,6300,2,0.1,40
O05255,2025-08-14,C1552,West,Keyboard,Electronics,1800,1000,4,0.0,70
O05256,2025-10-08,C2264,West,Keyboard,Electronics,1800,1000,4,0.1,70
O05257,2025-01-30,C0639,North,Laptop,Electronics,50000,41000,1,0.05,100
O05258,2025-01-22,C1028,South,Keyboard,Electronics,1800,1000,4,0.2,40
O05259,2025-08-23,C2071,South,Notebook,Stationery,150,65,1,0.2,150
O05260,2025-04-21,C2162,West,Headphones,Electronics,2500,1350,4,0.05,150
O05261,2025-03-28,C0589,South,Backpack,Accessories,1800,850,4,0.2,100
O05262,2025-06-03,C1272,East,Laptop,Electronics,50000,41000,3,0.1,40
O05263,2025-09-22,C0834,North,Desk,Furniture,9000,6300,4,0.05,70
O05264,2025-03-07,C1293,North,Office Chair,Furniture,6500,4300,4,0.05,40
O05265,2025-12-22,C0948,East,Pen Set,Stationery,250,110,3,0.0,100
O05266,2025-06-03,C0014,East,Backpack,Accessories,1800,850,1,0.0,150
O05267,2025-02-24,C2312,West,Desk,Furniture,9000,6300,2,0.1,150
O05268,2025-01-26,C1593,West,Notebook,Stationery,150,65,4,0.1,150
O05269,2025-11-09,C1155,East,Notebook,Stationery,150,65,1,0.05,100
O05270,2025-02-11,C0270,South,Desk,Furniture,9000,6300,4,0.3,40
O05271,2025-06-02,C0179,West,Headphones,Electronics,2500,1350,1,0.0,70
O05272,2025-09-02,C1197,West,Office Chair,Furniture,6500,4300,3,0.2,70
O05273,2025-07-07,C1623,West,Headphones,Electronics,2500,1350,3,0.2,40
O05274,2025-04-06,C0651,West,Office Chair,Furniture,6500,4300,1,0.2,150
O05275,2025-02-09,C1861,South,Desk,Furniture,9000,6300,2,0.1,100
O05276,2025-09-17,C0981,East,Headphones,Electronics,2500,1350,1,0.0,150
O05277,2025-06-28,C0028,East,Headphones,Electronics,2500,1350,2,0.2,150
O05278,2025-01-18,C1343,North,Pen Set,Stationery,250,110,4,0.1,100
O05279,2025-03-08,C0453,East,Office Chair,Furniture,6500,4300,1,0.2,40
O05280,2025-07-25,C0037,South,Headphones,Electronics,2500,1350,4,0.0,70
O05281,2025-03-03,C0326,South,Notebook,Stationery,150,65,3,0.1,70
O05282,2025-05-23,C0712,North,Notebook,Stationery,150,65,3,0.05,100
O05283,2025-02-15,C1288,East,Pen Set,Stationery,250,110,2,0.1,100
O05284,2025-10-18,C2475,East,Pen Set,Stationery,250,110,4,0.2,150
O05285,2025-08-19,C0546,South,Backpack,Accessories,1800,850,2,0.0,40
O05286,2025-10-14,C0144,North,Desk,Furniture,9000,6300,3,0.0,40
O05287,2025-01-20,C0479,South,Keyboard,Electronics,1800,1000,1,0.0,150
O05288,2025-05-18,C0799,North,Pen Set,Stationery,250,110,4,0.0,70
O05289,2025-04-08,C0514,South,Keyboard,Electronics,1800,1000,3,0.0,150
O05290,2025-08-16,C0804,South,Keyboard,Electronics,1800,1000,1,0.0,150
O05291,2025-10-27,C2423,West,Pen Set,Stationery,250,110,3,0.05,40
O05292,2025-03-25,C0949,South,Backpack,Accessories,1800,850,1,0.1,100
O05293,2025-10-08,C1587,South,Keyboard,Electronics,1800,1000,2,0.2,40
O05294,2025-07-31,C1712,West,Notebook,Stationery,150,65,3,0.05,40
O05295,2025-10-28,C0326,South,Backpack,Accessories,1800,850,4,0.0,40
O05296,2025-01-30,C0620,West,Pen Set,Stationery,250,110,2,0.2,150
O05297,2025-12-28,C1040,North,Laptop,Electronics,50000,41000,1,0.05,40
O05298,2025-06-08,C1151,South,Notebook,Stationery,150,65,2,0.0,100
O05299,2025-04-13,C0033,North,Headphones,Electronics,2500,1350,4,0.05,70
O05300,2025-03-08,C1613,South,Pen Set,Stationery,250,110,4,0.3,70
O05301,2025-12-26,C0752,West,Laptop,Electronics,50000,41000,1,0.05,40
O05302,2025-11-19,C0806,East,Backpack,Accessories,1800,850,1,0.3,70
O05303,2025-02-17,C1508,East,Headphones,Electronics,2500,1350,4,0.0,70
O05304,2025-06-12,C2372,North,Office Chair,Furniture,6500,4300,3,0.0,70
O05305,2025-09-25,C2163,West,Headphones,Electronics,2500,1350,3,0.0,100
O05306,2025-08-04,C2450,South,Pen Set,Stationery,250,110,1,0.2,150
O05307,2025-03-10,C1034,North,Office Chair,Furniture,6500,4300,2,0.1,70
O05308,2025-05-12,C0300,West,Notebook,Stationery,150,65,4,0.1,40
O05309,2025-05-15,C0540,South,Laptop,Electronics,50000,41000,1,0.3,100
O05310,2025-04-16,C0860,South,Office Chair,Furniture,6500,4300,1,0.1,150
O05311,2025-12-17,C0751,North,Backpack,Accessories,1800,850,2,0.0,100
O05312,2025-03-16,C0520,North,Backpack,Accessories,1800,850,3,0.1,100
O05313,2025-09-15,C0378,West,Headphones,Electronics,2500,1350,4,0.0,100
O05314,2025-11-29,C0467,South,Office Chair,Furniture,6500,4300,3,0.1,150
O05315,2025-10-18,C1646,West,Office Chair,Furniture,6500,4300,2,0.2,40
O05316,2025-10-19,C1228,North,Desk,Furniture,9000,6300,2,0.05,150
O05317,2025-02-27,C0094,East,Desk,Furniture,9000,6300,1,0.05,150
O05318,2025-02-18,C1410,East,Laptop,Electronics,50000,41000,2,0.1,150
O05319,2025-10-13,C2106,East,Pen Set,Stationery,250,110,1,0.0,70
O05320,2025-09-30,C1065,South,Headphones,Electronics,2500,1350,1,0.05,150
O05321,2025-09-28,C0797,South,Keyboard,Electronics,1800,1000,3,0.1,40
O05322,2025-06-02,C0682,East,Pen Set,Stationery,250,110,2,0.0,70
O05323,2025-07-11,C0949,West,Notebook,Stationery,150,65,3,0.0,150
O05324,2025-01-06,C0697,South,Office Chair,Furniture,6500,4300,1,0.1,70
O05325,2025-04-17,C2311,South,Backpack,Accessories,1800,850,3,0.05,150
O05326,2025-07-12,C2481,East,Office Chair,Furniture,6500,4300,1,0.05,70
O05327,2025-02-15,C0859,South,Desk,Furniture,9000,6300,3,0.3,100
O05328,2025-02-17,C2310,North,Headphones,Electronics,2500,1350,3,0.0,100
O05329,2025-01-17,C2134,West,Headphones,Electronics,2500,1350,2,0.0,150
O05330,2025-03-18,C0190,North,Office Chair,Furniture,6500,4300,1,0.2,70
O05331,2025-12-29,C1228,North,Desk,Furniture,9000,6300,4,0.0,150
O05332,2025-09-12,C1642,East,Pen Set,Stationery,250,110,1,0.3,70
O05333,2025-12-13,C1056,North,Office Chair,Furniture,6500,4300,1,0.1,70
O05334,2025-04-04,C1143,North,Backpack,Accessories,1800,850,2,0.1,40
O05335,2025-08-07,C1236,North,Desk,Furniture,9000,6300,4,0.0,40
O05336,2025-11-22,C1723,North,Laptop,Electronics,50000,41000,2,0.05,150
O05337,2025-05-09,C0735,South,Notebook,Stationery,150,65,2,0.2,40
O05338,2025-08-28,C1493,West,Desk,Furniture,9000,6300,3,0.0,40
O05339,2025-09-10,C0609,South,Office Chair,Furniture,6500,4300,2,0.2,40
O05340,2025-10-31,C2224,South,Office Chair,Furniture,6500,4300,3,0.2,70
O05341,2025-12-20,C0212,East,Keyboard,Electronics,1800,1000,2,0.1,40
O05342,2025-08-13,C0168,South,Desk,Furniture,9000,6300,3,0.0,100
O05343,2025-08-01,C0095,South,Desk,Furniture,9000,6300,2,0.1,150
O05344,2025-11-14,C0874,South,Office Chair,Furniture,6500,4300,2,0.1,100
O05345,2025-09-07,C1516,South,Keyboard,Electronics,1800,1000,2,0.0,100
O05346,2025-05-13,C2464,South,Office Chair,Furniture,6500,4300,2,0.2,150
