order_id,order_date,customer_id,region,product,category,unit_price,unit_cost,quantity,discount,shipping_cost,gross_sales,revenue,cost,profit,month,discount_band
O04499,2025-09-12,C0093,North,Headphones,Electronics,2500,1350,1,0.1,150,2500,2250.0,1500,750.0,2025-09,Low (1-10%)
O04683,2025-09-12,C0534,North,Notebook,Stationery,150,65,2,0.05,150,300,285.0,280,5.0,2025-09,Low (1-10%)
O04693,2025-09-12,C0764,North,Backpack,Accessories,1800,850,1,0.1,100,1800,1620.0,950,670.0,2025-09,Low (1-10%)
O04764,2025-09-12,C1416,South,Headphones,Electronics,2500,1350,2,0.05,40,5000,4750.0,2740,2010.0,2025-09,Low (1-10%)
O05162,2025-09-12,C1461,East,Laptop,Electronics,50000,41000,1,0.05,150,50000,47500.0,41150,6350.0,2025-09,Low (1-10%)
O05332,2025-09-12,C1642,East,Pen Set,Stationery,250,110,1,0.3,70,250,175.0,180,-5.0,2025-09,High (>10%)
O05642,2025-09-12,C0961,East,Keyboard,Electronics,1800,1000,3,0.3,40,5400,3780.0,3040,740.0,2025-09,High (>10%)
O00388,2025-09-13,C1215,West,Pen Set,Stationery,250,110,2,0.05,150,500,475.0,370,105.0,2025-09,Low (1-10%)
O00424,2025-09-13,C1875,North,Desk,Furniture,9000,6300,1,0.05,150,9000,8550.0,6450,2100.0,2025-09,Low (1-10%)
O00689,2025-09-13,C1030,North,Office Chair,Furniture,6500,4300,4,0.1,100,26000,23400.0,17300,6100.0,2025-09,Low (1-10%)
O00784,2025-09-13,C1566,North,Laptop,Electronics,50000,41000,2,0.0,40,100000,100000.0,82040,17960.0,2025-09,None
O00895,2025-09-13,C1275,South,Notebook,Stationery,150,65,3,0.3,150,450,315.0,345,-30.0,2025-09,High (>10%)
O00970,2025-09-13,C2436,South,Laptop,Electronics,50000,41000,1,0.0,70,50000,50000.0,41070,8930.0,2025-09,None
O02366,2025-09-13,C1725,West,Laptop,Electronics,50000,41000,2,0.2,40,100000,80000.0,82040,-2040.0,2025-09,High (>10%)
O02422,2025-09-13,C1286,North,Pen Set,Stationery,250,110,3,0.1,40,750,675.0,370,305.0,2025-09,Low (1-10%)
O02560,2025-09-13,C1850,South,Desk,Furniture,9000,6300,1,0.05,100,9000,8550.0,6400,2150.0,2025-09,Low (1-10%)
O02717,2025-09-13,C0043,South,Office Chair,Furniture,6500,4300,2,0.05,150,13000,12350.0,8750,3600.0,2025-09,Low (1-10%)
O03210,2025-09-13,C2244,North,Headphones,Electronics,2500,1350,3,0.0,70,7500,7500.0,4120,3380.0,2025-09,None
O03769,2025-09-13,C0218,East,Pen Set,Stationery,250,110,2,0.3,40,500,350.0,260,90.0,2025-09,High (>10%)
O04829,2025-09-13,C0750,South,Backpack,Accessories,1800,850,3,0.05,150,5400,5130.0,2700,2430.0,2025-09,Low (1-10%)
O05791,2025-09-13,C1310,East,Notebook,Stationery,150,65,2,0.2,40,300,240.0,170,70.0,2025-09,High (>10%)
O01867,2025-09-14,C0678,North,Laptop,Electronics,50000,41000,4,0.2,100,200000,160000.0,164100,-4100.0,2025-09,High (>10%)
O02124,2025-09-14,C0031,North,Desk,Furniture,9000,6300,1,0.1,150,9000,8100.0,6450,1650.0,2025-09,Low (1-10%)
O02241,2025-09-14,C1909,West,Headphones,Electronics,2500,1350,3,0.2,40,7500,6000.0,4090,1910.0,2025-09,High (>10%)
O02547,2025-09-14,C2248,South,Pen Set,Stationery,250,110,2,0.1,70,500,450.0,290,160.0,2025-09,Low (1-10%)
O03077,2025-09-14,C0269,South,Laptop,Electronics,50000,41000,4,0.05,100,200000,190000.0,164100,25900.0,2025-09,Low (1-10%)
O03120,2025-09-14,C2234,South,Pen Set,Stationery,250,110,1,0.2,40,250,200.0,150,50.0,2025-09,High (>10%)
O03147,2025-09-14,C0538,South,Notebook,Stationery,150,65,2,0.0,40,300,300.0,170,130.0,2025-09,None
O03269,2025-09-14,C0903,North,Headphones,Electronics,2500,1350,4,0.3,40,10000,7000.0,5440,1560.0,2025-09,High (>10%)
O03357,2025-09-14,C0515,West,Laptop,Electronics,50000,41000,1,0.2,70,50000,40000.0,41070,-1070.0,2025-09,High (>10%)
O03648,2025-09-14,C0633,South,Desk,Furniture,9000,6300,4,0.0,150,36000,36000.0,25350,10650.0,2025-09,None
O03923,2025-09-14,C0716,North,Office Chair,Furniture,6500,4300,3,0.2,70,19500,15600.0,12970,2630.0,2025-09,High (>10%)
O03986,2025-09-14,C0235,East,Keyboard,Electronics,1800,1000,3,0.0,70,5400,5400.0,3070,2330.0,2025-09,None
O04018,2025-09-14,C2101,South,Headphones,Electronics,2500,1350,3,0.0,100,7500,7500.0,4150,3350.0,2025-09,None
O04115,2025-09-14,C0987,North,Keyboard,Electronics,1800,1000,2,0.1,150,3600,3240.0,2150,1090.0,2025-09,Low (1-10%)
O05805,2025-09-14,C0441,East,Keyboard,Electronics,1800,1000,2,0.05,150,3600,3420.0,2150,1270.0,2025-09,Low (1-10%)
O05843,2025-09-14,C1667,South,Desk,Furniture,9000,6300,1,0.1,100,9000,8100.0,6400,1700.0,2025-09,Low (1-10%)
O00072,2025-09-15,C2192,South,Headphones,Electronics,2500,1350,1,0.3,40,2500,1750.0,1390,360.0,2025-09,High (>10%)
O00207,2025-09-15,C0675,East,Pen Set,Stationery,250,110,3,0.2,150,750,600.0,480,120.0,2025-09,High (>10%)
O00550,2025-09-15,C0089,North,Notebook,Stationery,150,65,3,0.1,100,450,405.0,295,110.0,2025-09,Low (1-10%)
O00964,2025-09-15,C1164,West,Headphones,Electronics,2500,1350,1,0.0,70,2500,2500.0,1420,1080.0,2025-09,None
O01070,2025-09-15,C1122,North,Laptop,Electronics,50000,41000,4,0.1,100,200000,180000.0,164100,15900.0,2025-09,Low (1-10%)
O01554,2025-09-15,C0988,North,Desk,Furniture,9000,6300,1,0.0,40,9000,9000.0,6340,2660.0,2025-09,None
O01696,2025-09-15,C1044,North,Notebook,Stationery,150,65,1,0.0,40,150,150.0,105,45.0,2025-09,None
O01718,2025-09-15,C0538,East,Office Chair,Furniture,6500,4300,3,0.3,100,19500,13650.0,13000,650.0,2025-09,High (>10%)
O01806,2025-09-15,C1740,South,Laptop,Electronics,50000,41000,4,0.1,40,200000,180000.0,164040,15960.0,2025-09,Low (1-10%)
O02344,2025-09-15,C1364,North,Notebook,Stationery,150,65,1,0.0,70,150,150.0,135,15.0,2025-09,None
O02531,2025-09-15,C0385,South,Backpack,Accessories,1800,850,4,0.1,150,7200,6480.0,3550,2930.0,2025-09,Low (1-10%)
O02919,2025-09-15,C0888,West,Pen Set,Stationery,250,110,4,0.0,40,1000,1000.0,480,520.0,2025-09,None
O03093,2025-09-15,C1180,North,Notebook,Stationery,150,65,2,0.1,70,300,270.0,200,70.0,2025-09,Low (1-10%)
O04477,2025-09-15,C1432,South,Backpack,Accessories,1800,850,3,0.1,40,5400,4860.0,2590,2270.0,2025-09,Low (1-10%)
O05313,2025-09-15,C0378,West,Headphones,Electronics,2500,1350,4,0.0,100,10000,10000.0,5500,4500.0,2025-09,None
O05614,2025-09-15,C0060,North,Keyboard,Electronics,1800,1000,1,0.2,70,1800,1440.0,1070,370.0,2025-09,High (>10%)
O05693,2025-09-15,C1709,East,Backpack,Accessories,1800,850,1,0.1,150,1800,1620.0,1000,620.0,2025-09,Low (1-10%)
O00032,2025-09-16,C0147,West,Headphones,Electronics,2500,1350,4,0.3,150,10000,7000.0,5550,1450.0,2025-09,High (>10%)
O00646,2025-09-16,C2164,South,Keyboard,Electronics,1800,1000,2,0.05,100,3600,3420.0,2100,1320.0,2025-09,Low (1-10%)
O01024,2025-09-16,C0372,West,Pen Set,Stationery,250,110,3,0.1,100,750,675.0,430,245.0,2025-09,Low (1-10%)
O02278,2025-09-16,C1779,North,Laptop,Electronics,50000,41000,1,0.0,150,50000,50000.0,41150,8850.0,2025-09,None
O02469,2025-09-16,C1918,West,Laptop,Electronics,50000,41000,1,0.3,40,50000,35000.0,41040,-6040.0,2025-09,High (>10%)
O03540,2025-09-16,C1729,East,Pen Set,Stationery,250,110,1,0.0,70,250,250.0,180,70.0,2025-09,None
O03749,2025-09-16,C1153,South,Backpack,Accessories,1800,850,2,0.1,40,3600,3240.0,1740,1500.0,2025-09,Low (1-10%)
O04345,2025-09-16,C0585,North,Keyboard,Electronics,1800,1000,3,0.0,100,5400,5400.0,3100,2300.0,2025-09,None
O04687,2025-09-16,C2308,South,Backpack,Accessories,1800,850,1,0.05,150,1800,1710.0,1000,710.0,2025-09,Low (1-10%)
O05095,2025-09-16,C2267,North,Office Chair,Furniture,6500,4300,1,0.0,100,6500,6500.0,4400,2100.0,2025-09,None
O05220,2025-09-16,C0406,North,Keyboard,Electronics,1800,1000,2,0.05,70,3600,3420.0,2070,1350.0,2025-09,Low (1-10%)
O05554,2025-09-16,C1121,West,Notebook,Stationery,150,65,3,0.05,100,450,427.5,295,132.5,2025-09,Low (1-10%)
O05697,2025-09-16,C1920,North,Laptop,Electronics,50000,41000,2,0.1,70,100000,90000.0,82070,7930.0,2025-09,Low (1-10%)
O00215,2025-09-17,C0007,North,Notebook,Stationery,150,65,4,0.2,70,600,480.0,330,150.0,2025-09,High (>10%)
O00226,2025-09-17,C0653,West,Keyboard,Electronics,1800,1000,4,0.2,150,7200,5760.0,4150,1610.0,2025-09,High (>10%)
O00296,2025-09-17,C0816,South,Desk,Furniture,9000,6300,4,0.3,100,36000,25200.0,25300,-100.0,2025-09,High (>10%)
O00346,2025-09-17,C0981,South,Keyboard,Electronics,1800,1000,2,0.0,100,3600,3600.0,2100,1500.0,2025-09,None
O00548,2025-09-17,C0065,East,Desk,Furniture,9000,6300,3,0.2,70,27000,21600.0,18970,2630.0,2025-09,High (>10%)
O01122,2025-09-17,C1132,North,Laptop,Electronics,50000,41000,1,0.0,100,50000,50000.0,41100,8900.0,2025-09,None
O01458,2025-09-17,C1880,North,Office Chair,Furniture,6500,4300,4,0.3,100,26000,18200.0,17300,900.0,2025-09,High (>10%)
O01787,2025-09-17,C1895,East,Headphones,Electronics,2500,1350,3,0.05,40,7500,7125.0,4090,3035.0,2025-09,Low (1-10%)
O02214,2025-09-17,C1604,North,Laptop,Electronics,50000,41000,1,0.3,150,50000,35000.0,41150,-6150.0,2025-09,High (>10%)
O02721,2025-09-17,C1432,North,Notebook,Stationery,150,65,3,0.0,70,450,450.0,265,185.0,2025-09,None
O03453,2025-09-17,C2255,East,Office Chair,Furniture,6500,4300,3,0.1,70,19500,17550.0,12970,4580.0,2025-09,Low (1-10%)
O03575,2025-09-17,C2294,East,Backpack,Accessories,1800,850,1,0.2,150,1800,1440.0,1000,440.0,2025-09,High (>10%)
O03801,2025-09-17,C0896,West,Backpack,Accessories,1800,850,1,0.1,150,1800,1620.0,1000,620.0,2025-09,Low (1-10%)
O03810,2025-09-17,C2387,North,Desk,Furniture,9000,6300,2,0.05,70,18000,17100.0,12670,4430.0,2025-09,Low (1-10%)
O05224,2025-09-17,C1824,West,Pen Set,Stationery,250,110,3,0.2,150,750,600.0,480,120.0,2025-09,High (>10%)
O05276,2025-09-17,C0981,East,Headphones,Electronics,2500,1350,1,0.0,150,2500,2500.0,1500,1000.0,2025-09,None
O05767,2025-09-17,C0300,North,Keyboard,Electronics,1800,1000,2,0.05,100,3600,3420.0,2100,1320.0,2025-09,Low (1-10%)
O00328,2025-09-18,C1427,North,Laptop,Electronics,50000,41000,2,0.1,70,100000,90000.0,82070,7930.0,2025-09,Low (1-10%)
O00485,2025-09-18,C1066,East,Office Chair,Furniture,6500,4300,1,0.2,150,6500,5200.0,4450,750.0,2025-09,High (>10%)
O01075,2025-09-18,C2365,North,Office Chair,Furniture,6500,4300,3,0.0,40,19500,19500.0,12940,6560.0,2025-09,None
O01283,2025-09-18,C1772,South,Office Chair,Furniture,6500,4300,2,0.2,70,13000,10400.0,8670,1730.0,2025-09,High (>10%)
O01673,2025-09-18,C0653,North,Keyboard,Electronics,1800,1000,1,0.3,100,1800,1260.0,1100,160.0,2025-09,High (>10%)
O01766,2025-09-18,C0995,North,Backpack,Accessories,1800,850,2,0.2,150,3600,2880.0,1850,1030.0,2025-09,High (>10%)
O01908,2025-09-18,C1580,North,Headphones,Electronics,2500,1350,1,0.0,150,2500,2500.0,1500,1000.0,2025-09,None
O02333,2025-09-18,C0852,South,Keyboard,Electronics,1800,1000,2,0.05,150,3600,3420.0,2150,1270.0,2025-09,Low (1-10%)
O02349,2025-09-18,C2092,South,Headphones,Electronics,2500,1350,1,0.0,70,2500,2500.0,1420,1080.0,2025-09,None
O02453,2025-09-18,C1835,South,Laptop,Electronics,50000,41000,1,0.0,100,50000,50000.0,41100,8900.0,2025-09,None
O02604,2025-09-18,C1650,West,Desk,Furniture,9000,6300,3,0.3,100,27000,18900.0,19000,-100.0,2025-09,High (>10%)
O02825,2025-09-18,C1818,East,Desk,Furniture,9000,6300,4,0.05,70,36000,34200.0,25270,8930.0,2025-09,Low (1-10%)
O02967,2025-09-18,C0423,East,Headphones,Electronics,2500,1350,4,0.1,100,10000,9000.0,5500,3500.0,2025-09,Low (1-10%)
O03642,2025-09-18,C1621,South,Backpack,Accessories,1800,850,2,0.0,100,3600,3600.0,1800,1800.0,2025-09,None
O03799,2025-09-18,C2155,South,Laptop,Electronics,50000,41000,4,0.0,100,200000,200000.0,164100,35900.0,2025-09,None
O03920,2025-09-18,C2353,East,Desk,Furniture,9000,6300,1,0.3,40,9000,6300.0,6340,-40.0,2025-09,High (>10%)
O04281,2025-09-18,C0411,South,Office Chair,Furniture,6500,4300,4,0.2,150,26000,20800.0,17350,3450.0,2025-09,High (>10%)
O04470,2025-09-18,C2235,North,Notebook,Stationery,150,65,3,0.1,70,450,405.0,265,140.0,2025-09,Low (1-10%)
O05758,2025-09-18,C0430,West,Desk,Furniture,9000,6300,1,0.0,70,9000,9000.0,6370,2630.0,2025-09,None
O00073,2025-09-19,C1154,East,Office Chair,Furniture,6500,4300,3,0.05,40,19500,18525.0,12940,5585.0,2025-09,Low (1-10%)
O00479,2025-09-19,C1241,South,Notebook,Stationery,150,65,1,0.1,40,150,135.0,105,30.0,2025-09,Low (1-10%)
O00837,2025-09-19,C0299,North,Pen Set,Stationery,250,110,1,0.0,40,250,250.0,150,100.0,2025-09,None
O00994,2025-09-19,C1105,North,Office Chair,Furniture,6500,4300,3,0.2,40,19500,15600.0,12940,2660.0,2025-09,High (>10%)
O01421,2025-09-19,C0382,North,Backpack,Accessories,1800,850,3,0.2,100,5400,4320.0,2650,1670.0,2025-09,High (>10%)
O01492,2025-09-19,C0247,South,Office Chair,Furniture,6500,4300,1,0.2,150,6500,5200.0,4450,750.0,2025-09,High (>10%)
O01762,2025-09-19,C0158,East,Office Chair,Furniture,6500,4300,1,0.1,70,6500,5850.0,4370,1480.0,2025-09,Low (1-10%)
O01947,2025-09-19,C2111,West,Headphones,Electronics,2500,1350,4,0.1,150,10000,9000.0,5550,3450.0,2025-09,Low (1-10%)
O02002,2025-09-19,C1858,North,Laptop,Electronics,50000,41000,3,0.3,150,150000,105000.0,123150,-18150.0,2025-09,High (>10%)
O02100,2025-09-19,C0730,South,Headphones,Electronics,2500,1350,4,0.05,100,10000,9500.0,5500,4000.0,2025-09,Low (1-10%)
O02309,2025-09-19,C2274,North,Keyboard,Electronics,1800,1000,3,0.3,150,5400,3780.0,3150,630.0,2025-09,High (>10%)
O02739,2025-09-19,C2271,South,Office Chair,Furniture,6500,4300,1,0.2,40,6500,5200.0,4340,860.0,2025-09,High (>10%)
O03361,2025-09-19,C0956,North,Backpack,Accessories,1800,850,1,0.0,150,1800,1800.0,1000,800.0,2025-09,None
O03858,2025-09-19,C0012,North,Laptop,Electronics,50000,41000,1,0.0,40,50000,50000.0,41040,8960.0,2025-09,None
O04160,2025-09-19,C2473,North,Laptop,Electronics,50000,41000,1,0.1,40,50000,45000.0,41040,3960.0,2025-09,Low (1-10%)
O04342,2025-09-19,C2412,North,Office Chair,Furniture,6500,4300,3,0.3,70,19500,13650.0,12970,680.0,2025-09,High (>10%)
O05168,2025-09-19,C0005,East,Headphones,Electronics,2500,1350,2,0.1,40,5000,4500.0,2740,1760.0,2025-09,Low (1-10%)
O05170,2025-09-19,C2122,East,Laptop,Electronics,50000,41000,1,0.1,40,50000,45000.0,41040,3960.0,2025-09,Low (1-10%)
O05628,2025-09-19,C2407,South,Laptop,Electronics,50000,41000,2,0.0,40,100000,100000.0,82040,17960.0,2025-09,None
O05736,2025-09-19,C1016,North,Desk,Furniture,9000,6300,1,0.1,100,9000,8100.0,6400,1700.0,2025-09,Low (1-10%)
O00584,2025-09-20,C2322,West,Laptop,Electronics,50000,41000,1,0.3,40,50000,35000.0,41040,-6040.0,2025-09,High (>10%)
O00610,2025-09-20,C1807,South,Pen Set,Stationery,250,110,1,0.3,40,250,175.0,150,25.0,2025-09,High (>10%)
O01010,2025-09-20,C1933,South,Desk,Furniture,9000,6300,1,0.1,70,9000,8100.0,6370,1730.0,2025-09,Low (1-10%)
O01629,2025-09-20,C1818,West,Office Chair,Furniture,6500,4300,4,0.05,40,26000,24700.0,17240,7460.0,2025-09,Low (1-10%)
O01985,2025-09-20,C1908,East,Notebook,Stationery,150,65,2,0.1,150,300,270.0,280,-10.0,2025-09,Low (1-10%)
O01997,2025-09-20,C2224,South,Desk,Furniture,9000,6300,2,0.1,150,18000,16200.0,12750,3450.0,2025-09,Low (1-10%)
O02490,2025-09-20,C1164,East,Keyboard,Electronics,1800,1000,2,0.1,40,3600,3240.0,2040,1200.0,2025-09,Low (1-10%)
O02778,2025-09-20,C0087,South,Backpack,Accessories,1800,850,3,0.2,100,5400,4320.0,2650,1670.0,2025-09,High (>10%)
O03217,2025-09-20,C0993,South,Laptop,Electronics,50000,41000,2,0.0,100,100000,100000.0,82100,17900.0,2025-09,None
O04556,2025-09-20,C1869,North,Headphones,Electronics,2500,1350,2,0.05,70,5000,4750.0,2770,1980.0,2025-09,Low (1-10%)
O04675,2025-09-20,C0925,South,Pen Set,Stationery,250,110,2,0.0,40,500,500.0,260,240.0,2025-09,None
O05482,2025-09-20,C0022,East,Laptop,Electronics,50000,41000,1,0.2,70,50000,40000.0,41070,-1070.0,2025-09,High (>10%)
O05821,2025-09-20,C2126,North,Desk,Furniture,9000,6300,2,0.1,150,18000,16200.0,12750,3450.0,2025-09,Low (1-10%)
O00270,2025-09-21,C0823,West,Desk,Furniture,9000,6300,3,0.1,150,27000,24300.0,19050,5250.0,2025-09,Low (1-10%)
O01168,2025-09-21,C0446,West,Office Chair,Furniture,6500,4300,1,0.05,100,6500,6175.0,4400,1775.0,2025-09,Low (1-10%)
O01449,2025-09-21,C0811,North,Notebook,Stationery,150,65,2,0.3,70,300,210.0,200,10.0,2025-09,High (>10%)
O01650,2025-09-21,C1436,North,Pen Set,Stationery,250,110,2,0.0,150,500,500.0,370,130.0,2025-09,None
O02040,2025-09-21,C1384,West,Office Chair,Furniture,6500,4300,4,0.05,150,26000,24700.0,17350,7350.0,2025-09,Low (1-10%)
O03227,2025-09-21,C0956,North,Desk,Furniture,9000,6300,3,0.1,70,27000,24300.0,18970,5330.0,2025-09,Low (1-10%)
O03635,2025-09-21,C0863,North,Backpack,Accessories,1800,850,2,0.0,70,3600,3600.0,1770,1830.0,2025-09,None
O04756,2025-09-21,C2092,West,Desk,Furniture,9000,6300,4,0.1,100,36000,32400.0,25300,7100.0,2025-09,Low (1-10%)
O05159,2025-09-21,C0023,East,Headphones,Electronics,2500,1350,1,0.0,150,2500,2500.0,1500,1000.0,2025-09,None
O05646,2025-09-21,C1601,West,Laptop,Electronics,50000,41000,2,0.05,70,100000,95000.0,82070,12930.0,2025-09,Low (1-10%)
O00148,2025-09-22,C0458,South,Headphones,Electronics,2500,1350,3,0.2,150,7500,6000.0,4200,1800.0,2025-09,High (>10%)
O00751,2025-09-22,C1607,West,Backpack,Accessories,1800,850,2,0.05,150,3600,3420.0,1850,1570.0,2025-09,Low (1-10%)
O00819,2025-09-22,C0326,South,Notebook,Stationery,150,65,2,0.1,40,300,270.0,170,100.0,2025-09,Low (1-10%)
O01476,2025-09-22,C1493,North,Keyboard,Electronics,1800,1000,4,0.2,40,7200,5760.0,4040,1720.0,2025-09,High (>10%)
O02362,2025-09-22,C0648,South,Pen Set,Stationery,250,110,4,0.05,70,1000,950.0,510,440.0,2025-09,Low (1-10%)
O02384,2025-09-22,C0678,South,Office Chair,Furniture,6500,4300,1,0.2,40,6500,5200.0,4340,860.0,2025-09,High (>10%)
O02754,2025-09-22,C0199,South,Notebook,Stationery,150,65,1,0.1,70,150,135.0,135,0.0,2025-09,Low (1-10%)
O02757,2025-09-22,C1068,West,Backpack,Accessories,1800,850,2,0.2,70,3600,2880.0,1770,1110.0,2025-09,High (>10%)
O03054,2025-09-22,C1952,South,Keyboard,Electronics,1800,1000,1,0.1,150,1800,1620.0,1150,470.0,2025-09,Low (1-10%)
O03098,2025-09-22,C0281,North,Keyboard,Electronics,1800,1000,1,0.05,40,1800,1710.0,1040,670.0,2025-09,Low (1-10%)
O03116,2025-09-22,C0804,South,Office Chair,Furniture,6500,4300,3,0.0,100,19500,19500.0,13000,6500.0,2025-09,None
O03876,2025-09-22,C0573,South,Desk,Furniture,9000,6300,3,0.3,100,27000,18900.0,19000,-100.0,2025-09,High (>10%)
O04123,2025-09-22,C0391,South,Backpack,Accessories,1800,850,4,0.2,150,7200,5760.0,3550,2210.0,2025-09,High (>10%)
O04606,2025-09-22,C0548,East,Office Chair,Furniture,6500,4300,3,0.1,40,19500,17550.0,12940,4610.0,2025-09,Low (1-10%)
O04694,2025-09-22,C1568,North,Pen Set,Stationery,250,110,3,0.0,70,750,750.0,400,350.0,2025-09,None
O05263,2025-09-22,C0834,North,Desk,Furniture,9000,6300,4,0.05,70,36000,34200.0,25270,8930.0,2025-09,Low (1-10%)
O05558,2025-09-22,C2166,West,Keyboard,Electronics,1800,1000,1,0.05,70,1800,1710.0,1070,640.0,2025-09,Low (1-10%)
O00374,2025-09-23,C1799,West,Keyboard,Electronics,1800,1000,1,0.05,150,1800,1710.0,1150,560.0,2025-09,Low (1-10%)
O00585,2025-09-23,C2142,West,Office Chair,Furniture,6500,4300,3,0.05,70,19500,18525.0,12970,5555.0,2025-09,Low (1-10%)
O00861,2025-09-23,C2317,North,Backpack,Accessories,1800,850,1,0.1,100,1800,1620.0,950,670.0,2025-09,Low (1-10%)
O01157,2025-09-23,C1036,South,Laptop,Electronics,50000,41000,1,0.1,70,50000,45000.0,41070,3930.0,2025-09,Low (1-10%)
O01245,2025-09-23,C0623,South,Backpack,Accessories,1800,850,2,0.1,40,3600,3240.0,1740,1500.0,2025-09,Low (1-10%)
O01367,2025-09-23,C0099,West,Keyboard,Electronics,1800,1000,1,0.0,150,1800,1800.0,1150,650.0,2025-09,None
O02216,2025-09-23,C1421,North,Office Chair,Furniture,6500,4300,3,0.05,150,19500,18525.0,13050,5475.0,2025-09,Low (1-10%)
O02609,2025-09-23,C0852,North,Desk,Furniture,9000,6300,3,0.0,40,27000,27000.0,18940,8060.0,2025-09,None
O02697,2025-09-23,C1408,East,Headphones,Electronics,2500,1350,3,0.05,150,7500,7125.0,4200,2925.0,2025-09,Low (1-10%)
O03380,2025-09-23,C0922,North,Office Chair,Furniture,6500,4300,3,0.3,150,19500,13650.0,13050,600.0,2025-09,High (>10%)
O03386,2025-09-23,C1021,South,Headphones,Electronics,2500,1350,3,0.0,70,7500,7500.0,4120,3380.0,2025-09,None
O03845,2025-09-23,C2137,North,Backpack,Accessories,1800,850,2,0.1,150,3600,3240.0,1850,1390.0,2025-09,Low (1-10%)
O04028,2025-09-23,C0904,South,Office Chair,Furniture,6500,4300,3,0.05,150,19500,18525.0,13050,5475.0,2025-09,Low (1-10%)
O04473,2025-09-23,C2466,North,Office Chair,Furniture,6500,4300,3,0.05,100,19500,18525.0,13000,5525.0,2025-09,Low (1-10%)
O04830,2025-09-23,C0223,North,Office Chair,Furniture,6500,4300,3,0.0,70,19500,19500.0,12970,6530.0,2025-09,None
O05612,2025-09-23,C1375,South,Headphones,Electronics,2500,1350,4,0.0,40,10000,10000.0,5440,4560.0,2025-09,None
O05655,2025-09-23,C1306,North,Headphones,Electronics,2500,1350,1,0.1,150,2500,2250.0,1500,750.0,2025-09,Low (1-10%)
O00795,2025-09-24,C1160,North,Office Chair,Furniture,6500,4300,2,0.0,100,13000,13000.0,8700,4300.0,2025-09,None
O00929,2025-09-24,C0106,West,Office Chair,Furniture,6500,4300,1,0.2,40,6500,5200.0,4340,860.0,2025-09,High (>10%)
O01434,2025-09-24,C1850,South,Desk,Furniture,9000,6300,1,0.0,150,9000,9000.0,6450,2550.0,2025-09,None
O01471,2025-09-24,C1532,North,Backpack,Accessories,1800,850,4,0.05,70,7200,6840.0,3470,3370.0,2025-09,Low (1-10%)
O02166,2025-09-24,C1988,South,Backpack,Accessories,1800,850,3,0.2,100,5400,4320.0,2650,1670.0,2025-09,High (>10%)
O02262,2025-09-24,C1127,West,Backpack,Accessories,1800,850,1,0.0,40,1800,1800.0,890,910.0,2025-09,None
O02523,2025-09-24,C1225,West,Headphones,Electronics,2500,1350,3,0.05,40,7500,7125.0,4090,3035.0,2025-09,Low (1-10%)
O02690,2025-09-24,C0786,East,Backpack,Accessories,1800,850,3,0.1,70,5400,4860.0,2620,2240.0,2025-09,Low (1-10%)
O02755,2025-09-24,C2398,East,Backpack,Accessories,1800,850,2,0.1,40,3600,3240.0,1740,1500.0,2025-09,Low (1-10%)
O02921,2025-09-24,C1360,East,Keyboard,Electronics,1800,1000,2,0.1,150,3600,3240.0,2150,1090.0,2025-09,Low (1-10%)
O03186,2025-09-24,C2053,South,Backpack,Accessories,1800,850,2,0.05,70,3600,3420.0,1770,1650.0,2025-09,Low (1-10%)
O03383,2025-09-24,C0208,East,Backpack,Accessories,1800,850,3,0.0,100,5400,5400.0,2650,2750.0,2025-09,None
O03612,2025-09-24,C1716,North,Notebook,Stationery,150,65,4,0.0,70,600,600.0,330,270.0,2025-09,None
O03615,2025-09-24,C1729,North,Pen Set,Stationery,250,110,3,0.05,150,750,712.5,480,232.5,2025-09,Low (1-10%)
O03704,2025-09-24,C2100,East,Backpack,Accessories,1800,850,3,0.1,70,5400,4860.0,2620,2240.0,2025-09,Low (1-10%)
O04057,2025-09-24,C0833,North,Pen Set,Stationery,250,110,1,0.3,150,250,175.0,260,-85.0,2025-09,High (>10%)
O04375,2025-09-24,C1671,West,Keyboard,Electronics,1800,1000,3,0.0,70,5400,5400.0,3070,2330.0,2025-09,None
O04560,2025-09-24,C0804,East,Notebook,Stationery,150,65,1,0.3,40,150,105.0,105,0.0,2025-09,High (>10%)
O04812,2025-09-24,C2064,East,Headphones,Electronics,2500,1350,3,0.1,150,7500,6750.0,4200,2550.0,2025-09,Low (1-10%)
O05061,2025-09-24,C1496,North,Desk,Furniture,9000,6300,3,0.05,150,27000,25650.0,19050,6600.0,2025-09,Low (1-10%)
O05855,2025-09-24,C1809,West,Office Chair,Furniture,6500,4300,2,0.0,150,13000,13000.0,8750,4250.0,2025-09,None
O00138,2025-09-25,C0723,East,Laptop,Electronics,50000,41000,1,0.3,40,50000,35000.0,41040,-6040.0,2025-09,High (>10%)
O00259,2025-09-25,C0096,South,Headphones,Electronics,2500,1350,1,0.05,40,2500,2375.0,1390,985.0,2025-09,Low (1-10%)
O01083,2025-09-25,C0464,North,Backpack,Accessories,1800,850,2,0.1,40,3600,3240.0,1740,1500.0,2025-09,Low (1-10%)
O01420,2025-09-25,C0394,East,Office Chair,Furniture,6500,4300,1,0.2,40,6500,5200.0,4340,860.0,2025-09,High (>10%)
O01694,2025-09-25,C0555,North,Office Chair,Furniture,6500,4300,2,0.1,150,13000,11700.0,8750,2950.0,2025-09,Low (1-10%)
